No,レアリティ,COST,名称,HP (Lv1),HP (MAX),ATK (Lv1),ATK (MAX),効果,効果 (最大解放),備考,イラストレーター,フレーバーテキスト,攻撃力,宝具威力,ダメージプラス,特攻状態を付与,バスター,クイック,アーツ,クリティカル威力アップ,スター発生率,スター集中,毎ターンスター獲得,必中・無敵貫通,弱体付与率,防御無視を付与,防御力,ダメージカット,特防状態を付与,ガッツ状態を付与,回避・無敵,弱体耐性,弱体無効,HP毎ターン回復,HP回復量,HP最大値上昇,NPチャージ,NP獲得量,NP毎ターン獲得,ターゲット集中状態を付与,宝具チャージ段階上昇,退場時,報酬増加系,強化耐性,絆礼装,バレンタイン礼装
785,2,3,同調,0,0,150,500,自身の被強化成功率を3%アップする,自身の被強化成功率を5%アップする[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-
786,2,3,暗澹,120,400,80,250,自身の即死耐性を5%アップする,自身の即死耐性を10%アップする[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-
787,4,9,ＯＴＭＡ,-,100,-,100,-,アナスタシア(キャスター)装備時のみ、自身がフィールドにいる間、味方全体のArtsカード性能を10%アップ＆宝具威力を10%アップ,アナスタシアの絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
788,4,9,カリュドーンの毛皮,-,100,-,100,-,アタランテ〔オルタ〕(バーサーカー)装備時のみ、自身がフィールドにいる間、味方全体のQuickカード性能を15%アップ＆クリティカル威力を15%アップ＆防御力を10%ダウン【デメリット】,アタランテ〔オルタ〕の絆Lv10,coming soon...,coming soon...,-,-,-,-,-,○,-,○,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
789,4,9,ある真理と死,-,100,-,100,-,アヴィケブロン(キャスター)装備時のみ、自身がフィールドにいる間、味方全体のArtsカード性能を10%アップ＆Busterカード性能を10%アップ,アヴィケブロンの絆Lv10,coming soon...,coming soon...,-,-,-,-,○,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
790,4,9,燎原の刃,-,100,-,100,-,アントニオ・サリエリ(アヴェンジャー)装備時のみ、自身がフィールドにいる間、味方全体のArtsカード性能を10%アップ＆NP獲得量を10%アップ	,アントニオ・サリエリの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,○,-
791,4,9,イヴァン雷帝の書庫,-,100,-,100,-,イヴァン雷帝(ライダー)装備時のみ、自身がフィールドにいる間、味方全体のBusterカード性能を10%アップ＆宝具威力を10%アップ,イヴァン雷帝の絆Lv10,coming soon...,coming soon...,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
792,5,12,彼方への巡礼,400,1600,250,1000,自身のNP獲得量を10%アップ＆宝具威力を10%アップ＆NP40%をチャージした状態でバトルを開始する,自身のNP獲得量を15%アップ＆宝具威力を15%アップ＆NP50%をチャージした状態でバトルを開始する[最大開放],イベント期間限定,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-
793,4,9,刹那のまほろば,600,2250,0,0,自身のArtsカード性能を8%アップ＆Busterカード性能を8%アップ＆防御力を3%アップ,自身のArtsカード性能を10%アップ＆Busterカード性能を10%アップ＆防御力を5%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,○,-,○,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
794,3,5,出発進行！,160,800,100,500,自身のQuickカード性能を3%アップ＆NP獲得量を5%アップ,自身のQuickカード性能を5%アップ＆NP獲得量を10%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-
795,5,12,城塞の午後,750,3000,0,0,自身のArtsカード性能を10%アップ＆Busterカード性能を10%アップ＆宝具威力を10%アップ,自身のArtsカード性能を15%アップ＆Busterカード性能を15%アップ＆宝具威力を15%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,○,-,-,○,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
796,5,12,トゥリファスにて,0,0,500,2000,自身のNP獲得量を10%アップ＆クリティカル威力を10%アップ＆毎ターンスター3個獲得状態を付与,自身のNP獲得量を15%アップ＆クリティカル威力を15%アップ＆毎ターンスター4個獲得状態を付与[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-
797,3,5,フランの花,-,0,-,0,"効果なし (EXP18,000)",-,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
798,4,9,世界を内包せしもの,-,100,-,100,-,アキレウス(ライダー)装備時のみ、自身の宝具威力を30%アップ＆自身の登場時に味方全体に無敵状態(1回・3T)を付与,アキレウスの絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
799,4,9,教えること、学ぶこと,-,100,-,100,-,ケイローン(アーチャー)装備時のみ、自身がフィールドにいる間、味方全体のQuickカード性能を10%アップ＆Artsカード性能を10%アップ,ケイローンの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
800,4,9,名前のない死,-,100,-,100,-,"ジーク(キャスター)装備時のみ、
自身がフィールドにいる間、味方全体のNP獲得量を10%アップ＆宝具威力を10%アップ",ジークの絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,○,-
801,4,9,ベーカー街からの脱出,-,100,-,100,-,クエストクリア時に得られるマスターEXPを50増やす,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
802,4,9,Fate／EXTELLA LINK,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
803,5,12,帝都聖杯戦争,0,0,500,2000,自身のQuickカード性能を10%アップ＆Busterカード性能を10%アップ＆NP獲得量を10％アップ,自身のQuickカード性能を15%アップ＆Busterカード性能を15%アップ＆NP獲得量を15％アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-
804,4,9,坂本探偵事務所,320,1200,200,750,自身のArtsカード性能を8%アップ＆宝具威力を10%アップ＆被ダメージを100カットする状態を付与,自身のArtsカード性能を10%アップ＆宝具威力を15%アップ＆被ダメージを200カットする状態を付与[最大開放],イベント期間限定,coming soon...,coming soon...,-,○,-,-,-,-,○,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
805,3,5,牙研ぐ暗剣,0,0,200,1000,自身のArtsカード性能を3%アップ＆クリティカル威力を8%アップ,自身のArtsカード性能を5%アップ＆クリティカル威力を10%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
806,5,12,白い服の水兵さん,400,1600,250,1000,自身のArtsカード性能を10%アップ＆Busterカード性能を10%アップ＆クリティカル威力を10%アップ,自身のArtsカード性能を15%アップ＆Busterカード性能を15%アップ＆クリティカル威力を15%アップ[最大開放],イベント期間限定,coming soon...,coming soon...,-,-,-,-,○,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
807,4,9,ぐだぐだまじんさん,0,-,0,-,"効果なし(EXP30,000)",-,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
808,3,5,ぐだぐだ土佐同盟,0,-,0,-,"効果なし(EXP18,000)",-,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
809,4,9,無穹の果て,-,100,-,100,-,沖田総司〔オルタ〕(アルターエゴ)装備時のみ、自身がフィールドにいる間、味方全体のQuickカード性能を10%アップ＆Busterカード性能を10%アップ,沖田総司〔オルタ〕の絆Lv10,coming soon...,coming soon...,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
810,4,9,あの日の空,-,100,-,100,-,岡田以蔵(アサシン)装備時のみ、自身がフィールドにいる間、味方全体のArtsカード性能を10%アップ＆クリティカル威力を15%アップ,岡田以蔵の絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
811,4,9,とある山での出来事,-,100,-,100,-,坂本龍馬(ライダー)装備時のみ、自身がフィールドにいる間、味方全体のArts10%カード性能をアップ＆宝具威力を10%アップ,坂本龍馬の絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
812,4,9,伝説と事実,-,100,-,100,-,ナポレオン(アーチャー)装備時のみ、自身がフィールドにいる間、味方全体のBusterカード性能を10%アップ＆宝具威力を10%アップ,ナポレオンの絆Lv10,coming soon...,coming soon...,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
813,5,12,アトラスの嬰児,400,1600,250,1000,自身に防御無視状態を付与＆〔バーサーカー〕クラスへの特攻状態を35%付与,自身に防御無視状態を付与＆〔バーサーカー〕クラスへの特攻状態を40%付与[最大開放],,coming soon...,coming soon...,-,-,-,○,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
814,4,9,スイーパー,320,1200,200,750,自身のArtsカード性能を8%アップ＆15%クリティカル威力をアップ,自身のArtsカード性能を10%アップ＆20%クリティカル威力をアップ[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
815,3,5,桜の特製弁当,300,1500,0,0,自身の与HP回復量を5%アップ,自身の与HP回復量を10%アップ[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-
816,4,9,花園の少女,600,2250,0,0,自身に毎ターンHP200回復状態を付与＆NP獲得量を15%アップ,自身に毎ターンHP300回復状態を付与＆NP獲得量を20%アップ[最大開放],,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,○,-,-,-,-,-,-,-,-
817,4,9,真・氷の叡智,-,100,-,100,-,シグルド(セイバー)装備時のみ、自身がフィールドにいる間、味方全体のBusterカード性能を10%アップ＆クリティカル威力を15%アップ,シグルドの絆Lv10,coming soon...,coming soon...,-,-,-,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
818,4,9,神鉄の盾,-,100,-,100,-,ワルキューレ(ランサー)装備時のみ、自身がフィールドにいる間、味方全体のNP獲得量を10%アップ＆クリティカル威力を10%アップ,ワルキューレの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,○,-
819,4,9,英霊旅装：アーチャー・インフェルノ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
820,4,9,英霊旅装：アステリオス,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
821,4,9,英霊旅装：アタランテ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
822,4,9,英霊旅装：アビゲイル,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
823,4,9,英霊旅装：アマデウス,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
824,4,9,英霊旅装：アルジュナ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
825,4,9,英霊旅装：アルテラ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
826,4,9,英霊旅装：アルトリア・ペンドラゴン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
827,4,9,英霊旅装：アルトリア・ペンドラゴン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
828,4,9,英霊旅装：アントニオ・サリエリ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
829,4,9,英霊旅装：エレシュキガル,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
830,4,9,英霊旅装：オケアノスのキャスター,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
831,4,9,英霊旅装：刑部姫,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
832,4,9,英霊旅装：カーミラ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
833,4,9,英霊旅装：葛飾北斎,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
834,4,9,英霊旅装：カルナ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
835,4,9,英霊旅装：清姫,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
836,4,9,英霊旅装：玄奘三蔵,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
837,4,9,英霊旅装：佐々木小次郎,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
838,4,9,英霊旅装：サンソン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
839,4,9,英霊旅装：ホームズ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
840,4,9,英霊旅装：新宿のアサシン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
841,4,9,英霊旅装：宮本武蔵,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
842,4,9,英霊旅装：スカサハ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
843,4,9,英霊旅装：鈴鹿御前,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
844,4,9,英霊旅装：ダビデ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
845,4,9,英霊旅装：玉藻の前,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
846,4,9,英霊旅装：ナイチンゲール,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
847,4,9,英霊旅装：謎のヒロインＸ〔オルタ〕,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
848,4,9,英霊旅装：哪吒,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
849,4,9,英霊旅装：ネロ・クラウディウス,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
850,4,9,英霊旅装：ブリュンヒルデ,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
851,4,9,英霊旅装：ポール・バニヤン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
852,4,9,英霊旅装：マーリン,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
853,4,9,英霊旅装：マシュ・キリエライト,-,100,-,100,-,クエストクリア時に得られる魔術礼装EXPを50増やす,期間限定チケット交換,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-
